symbol,start_date,end_date,initial_balance,final_balance,return_pct,num_trades,overbought,oversold,use_sma,sma_window,use_macd,error
HIG,2023-07-03,2024-07-02,10000.0,11051.9599609375,10.519599609375,10.0,70.0,30.0,False,N/A,True,
HAS,2023-07-03,2024-07-02,10000.0,7084.859924316406,-29.151400756835937,42.0,70.0,30.0,False,N/A,True,
HCA,2023-07-03,2024-07-02,10000.0,9662.600021362305,-3.373999786376953,36.0,70.0,30.0,False,N/A,True,
DOC,2023-07-03,2024-07-02,10000.0,9219.280403137207,-7.807195968627929,40.0,70.0,30.0,False,N/A,True,
HSIC,2023-07-03,2024-07-02,10000.0,7730.999664306641,-22.690003356933595,43.0,70.0,30.0,False,N/A,True,
HSY,2023-07-03,2024-07-02,10000.0,8896.429504394531,-11.035704956054687,48.0,70.0,30.0,False,N/A,True,
HES,2023-07-03,2024-07-02,10000.0,10411.840454101562,4.118404541015625,19.0,70.0,30.0,False,N/A,True,
HPE,2023-07-03,2024-07-02,10000.0,12397.339919090271,23.97339919090271,30.0,70.0,30.0,False,N/A,True,
HLT,2023-07-03,2024-07-02,10000.0,11179.300155639648,11.793001556396485,9.0,70.0,30.0,False,N/A,True,
HOLX,2023-07-03,2024-07-02,10000.0,10176.649024963379,1.766490249633789,37.0,70.0,30.0,False,N/A,True,
HD,2023-07-03,2024-07-02,10000.0,9843.720581054688,-1.562794189453125,36.0,70.0,30.0,False,N/A,True,
HON,2023-07-03,2024-07-02,10000.0,10694.829605102539,6.94829605102539,32.0,70.0,30.0,False,N/A,True,
HRL,2023-07-03,2024-07-02,10000.0,8874.889720916748,-11.251102790832519,48.0,70.0,30.0,False,N/A,True,
HST,2023-07-03,2024-07-02,10000.0,10048.958868026733,0.48958868026733393,14.0,70.0,30.0,False,N/A,True,
HWM,2023-07-03,2024-07-02,10000.0,11794.000175476074,17.940001754760743,18.0,70.0,30.0,False,N/A,True,
HPQ,2023-07-03,2024-07-02,10000.0,9255.769714355469,-7.442302856445313,32.0,70.0,30.0,False,N/A,True,
HUBB,2023-07-03,2024-07-02,10000.0,10669.581634521484,6.695816345214843,19.0,70.0,30.0,False,N/A,True,
HUM,2023-07-03,2024-07-02,10000.0,7689.759979248047,-23.10240020751953,46.0,70.0,30.0,False,N/A,True,
HBAN,2023-07-03,2024-07-02,10000.0,10345.599647521973,3.455996475219727,24.0,70.0,30.0,False,N/A,True,
HII,2023-07-03,2024-07-02,10000.0,9508.069473266602,-4.919305267333984,43.0,70.0,30.0,False,N/A,True,
IBM,2023-07-03,2024-07-02,10000.0,9557.549819946289,-4.42450180053711,24.0,70.0,30.0,False,N/A,True,
IEX,2023-07-03,2024-07-02,10000.0,8666.81948852539,-13.331805114746093,53.0,70.0,30.0,False,N/A,True,
IDXX,2023-07-03,2024-07-02,10000.0,8851.699432373047,-11.483005676269531,55.0,70.0,30.0,False,N/A,True,
ITW,2023-07-03,2024-07-02,10000.0,10430.000106811523,4.300001068115234,41.0,70.0,30.0,False,N/A,True,
INCY,2023-07-03,2024-07-02,10000.0,9932.890495300293,-0.6710950469970703,54.0,70.0,30.0,False,N/A,True,
IR,2023-07-03,2024-07-02,10000.0,11230.449523925781,12.304495239257813,14.0,70.0,30.0,False,N/A,True,
PODD,2023-07-03,2024-07-02,10000.0,6361.839813232422,-36.38160186767578,45.0,70.0,30.0,False,N/A,True,
INTC,2023-07-03,2024-07-02,10000.0,8782.578731536865,-12.174212684631346,43.0,70.0,30.0,False,N/A,True,
ICE,2023-07-03,2024-07-02,10000.0,10589.980773925781,5.899807739257812,24.0,70.0,30.0,False,N/A,True,
IFF,2023-07-03,2024-07-02,10000.0,11040.519714355469,10.405197143554688,15.0,70.0,30.0,False,N/A,True,
IP,2023-07-03,2024-07-02,10000.0,12467.858707427979,24.678587074279783,24.0,70.0,30.0,False,N/A,True,
IPG,2023-07-03,2024-07-02,10000.0,8742.379587173462,-12.576204128265381,47.0,70.0,30.0,False,N/A,True,
INTU,2023-07-03,2024-07-02,10000.0,14955.899597167969,49.558995971679686,27.0,70.0,30.0,False,N/A,True,
ISRG,2023-07-03,2024-07-02,10000.0,10174.329986572266,1.7432998657226564,29.0,70.0,30.0,False,N/A,True,
IVZ,2023-07-03,2024-07-02,10000.0,9117.379613876343,-8.826203861236573,42.0,70.0,30.0,False,N/A,True,
INVH,2023-07-03,2024-07-02,10000.0,11189.310214996338,11.89310214996338,24.0,70.0,30.0,False,N/A,True,
IQV,2023-07-03,2024-07-02,10000.0,9174.780151367188,-8.252198486328124,51.0,70.0,30.0,False,N/A,True,
IRM,2023-07-03,2024-07-02,10000.0,13678.268966674805,36.78268966674805,15.0,70.0,30.0,False,N/A,True,
JBHT,2023-07-03,2024-07-02,10000.0,9813.019882202148,-1.8698011779785157,52.0,70.0,30.0,False,N/A,True,
JBL,2023-07-03,2024-07-02,10000.0,15888.718933105469,58.88718933105469,51.0,70.0,30.0,False,N/A,True,
JKHY,2023-07-03,2024-07-02,10000.0,10009.96076965332,0.09960769653320312,28.0,70.0,30.0,False,N/A,True,
J,2023-07-03,2024-07-02,10000.0,10582.100524902344,5.821005249023437,15.0,70.0,30.0,False,N/A,True,
JNJ,2023-07-03,2024-07-02,10000.0,9638.990829467773,-3.610091705322266,45.0,70.0,30.0,False,N/A,True,
JCI,2023-07-03,2024-07-02,10000.0,10303.220180511475,3.032201805114746,44.0,70.0,30.0,False,N/A,True,
JPM,2023-07-03,2024-07-02,10000.0,10502.259368896484,5.022593688964844,25.0,70.0,30.0,False,N/A,True,
JNPR,2023-07-03,2024-07-02,10000.0,10221.01081085205,2.2101081085205077,49.0,70.0,30.0,False,N/A,True,
K,2023-07-03,2024-07-02,10000.0,8956.500801086426,-10.434991989135742,44.0,70.0,30.0,False,N/A,True,
KVUE,2023-07-03,2024-07-02,10000.0,8683.211036682129,-13.167889633178712,53.0,70.0,30.0,False,N/A,True,
KDP,2023-07-03,2024-07-02,10000.0,9404.170570373535,-5.958294296264648,30.0,70.0,30.0,False,N/A,True,
KEY,2023-07-03,2024-07-02,10000.0,14971.620746612549,49.71620746612549,28.0,70.0,30.0,False,N/A,True,
KEYS,2023-07-03,2024-07-02,10000.0,8738.309616088867,-12.616903839111329,51.0,70.0,30.0,False,N/A,True,
KMB,2023-07-03,2024-07-02,10000.0,9854.048706054688,-1.459512939453125,37.0,70.0,30.0,False,N/A,True,
KIM,2023-07-03,2024-07-02,10000.0,8458.251056671143,-15.417489433288575,39.0,70.0,30.0,False,N/A,True,
KMI,2023-07-03,2024-07-02,10000.0,11239.379711151123,12.39379711151123,17.0,70.0,30.0,False,N/A,True,
KKR,2023-07-03,2024-07-02,10000.0,11508.80014038086,15.088001403808594,5.0,70.0,30.0,False,N/A,True,
KLAC,2023-07-03,2024-07-02,10000.0,12515.169921875,25.15169921875,12.0,70.0,30.0,False,N/A,True,
KHC,2023-07-03,2024-07-02,10000.0,10006.490478515625,0.06490478515625,42.0,70.0,30.0,False,N/A,True,
KR,2023-07-03,2024-07-02,10000.0,9269.100032806396,-7.308999671936036,30.0,70.0,30.0,False,N/A,True,
LHX,2023-07-03,2024-07-02,10000.0,10653.880111694336,6.538801116943358,29.0,70.0,30.0,False,N/A,True,
LH,2023-07-03,2024-07-02,10000.0,11384.521240234375,13.845212402343751,28.0,70.0,30.0,False,N/A,True,
LRCX,2023-07-03,2024-07-02,10000.0,13240.661437988281,32.40661437988281,19.0,70.0,30.0,False,N/A,True,
LW,2023-07-03,2024-07-02,10000.0,11629.788948059082,16.297889480590822,48.0,70.0,30.0,False,N/A,True,
LVS,2023-07-03,2024-07-02,10000.0,9196.379467010498,-8.03620532989502,48.0,70.0,30.0,False,N/A,True,
LDOS,2023-07-03,2024-07-02,10000.0,12586.610214233398,25.866102142333986,18.0,70.0,30.0,False,N/A,True,
LEN,2023-07-03,2024-07-02,10000.0,10761.299606323242,7.612996063232422,17.0,70.0,30.0,False,N/A,True,
LIN,2023-07-03,2024-07-02,10000.0,10190.450317382812,1.9045031738281248,23.0,70.0,30.0,False,N/A,True,
LYV,2023-07-03,2024-07-02,10000.0,13667.659782409668,36.67659782409668,44.0,70.0,30.0,False,N/A,True,
LKQ,2023-07-03,2024-07-02,10000.0,7541.149513244629,-24.588504867553713,53.0,70.0,30.0,False,N/A,True,
LMT,2023-07-03,2024-07-02,10000.0,9786.599731445312,-2.134002685546875,30.0,70.0,30.0,False,N/A,True,
L,2023-07-03,2024-07-02,10000.0,10615.889854431152,6.158898544311524,7.0,70.0,30.0,False,N/A,True,
LOW,2023-07-03,2024-07-02,10000.0,9970.329544067383,-0.29670455932617185,62.0,70.0,30.0,False,N/A,True,
LULU,2023-07-03,2024-07-02,10000.0,7359.309417724609,-26.406905822753906,44.0,70.0,30.0,False,N/A,True,
LYB,2023-07-03,2024-07-02,10000.0,10569.050193786621,5.690501937866211,17.0,70.0,30.0,False,N/A,True,
MTB,2023-07-03,2024-07-02,10000.0,11197.751434326172,11.977514343261719,21.0,70.0,30.0,False,N/A,True,
MRO,2023-07-03,2024-07-02,10000.0,11843.799715042114,18.437997150421143,29.0,70.0,30.0,False,N/A,True,
MPC,2023-07-03,2024-07-02,10000.0,9789.698806762695,-2.1030119323730467,22.0,70.0,30.0,False,N/A,True,
MKTX,2023-07-03,2024-07-02,10000.0,8266.449295043945,-17.335507049560547,53.0,70.0,30.0,False,N/A,True,
MAR,2023-07-03,2024-07-02,10000.0,10425.039794921875,4.25039794921875,5.0,70.0,30.0,False,N/A,True,
MMC,2023-07-03,2024-07-02,10000.0,11182.010467529297,11.820104675292969,10.0,70.0,30.0,False,N/A,True,
MLM,2023-07-03,2024-07-02,10000.0,9849.939208984375,-1.50060791015625,20.0,70.0,30.0,False,N/A,True,
MAS,2023-07-03,2024-07-02,10000.0,9558.130386352539,-4.418696136474609,30.0,70.0,30.0,False,N/A,True,
MA,2023-07-03,2024-07-02,10000.0,10192.46957397461,1.9246957397460938,29.0,70.0,30.0,False,N/A,True,
MTCH,2023-07-03,2024-07-02,10000.0,7847.550632476807,-21.524493675231934,43.0,70.0,30.0,False,N/A,True,
MKC,2023-07-03,2024-07-02,10000.0,8001.179649353027,-19.988203506469727,60.0,70.0,30.0,False,N/A,True,
MCD,2023-07-03,2024-07-02,10000.0,9114.650177001953,-8.853498229980469,41.0,70.0,30.0,False,N/A,True,
MCK,2023-07-03,2024-07-02,10000.0,11181.84048461914,11.818404846191406,6.0,70.0,30.0,False,N/A,True,
MDT,2023-07-03,2024-07-02,10000.0,9621.68978881836,-3.7831021118164063,36.0,70.0,30.0,False,N/A,True,
MRK,2023-07-03,2024-07-02,10000.0,11870.84822845459,18.708482284545898,25.0,70.0,30.0,False,N/A,True,
META,2023-07-03,2024-07-02,10000.0,11285.719970703125,12.85719970703125,13.0,70.0,30.0,False,N/A,True,
MET,2023-07-03,2024-07-02,10000.0,10616.999362945557,6.169993629455566,11.0,70.0,30.0,False,N/A,True,
MTD,2023-07-03,2024-07-02,10000.0,9056.54931640625,-9.434506835937501,34.0,70.0,30.0,False,N/A,True,
MGM,2023-07-03,2024-07-02,10000.0,9361.399856567383,-6.386001434326172,42.0,70.0,30.0,False,N/A,True,
MCHP,2023-07-03,2024-07-02,10000.0,11430.77978515625,14.307797851562501,23.0,70.0,30.0,False,N/A,True,
MU,2023-07-03,2024-07-02,10000.0,16494.429397583008,64.94429397583008,13.0,70.0,30.0,False,N/A,True,
MSFT,2023-07-03,2024-07-02,10000.0,11750.770538330078,17.50770538330078,16.0,70.0,30.0,False,N/A,True,
MAA,2023-07-03,2024-07-02,10000.0,9589.219467163086,-4.107805328369141,42.0,70.0,30.0,False,N/A,True,
MRNA,2023-07-03,2024-07-02,10000.0,6414.249717712402,-35.85750282287597,36.0,70.0,30.0,False,N/A,True,
MHK,2023-07-03,2024-07-02,10000.0,9920.110549926758,-0.7988945007324219,38.0,70.0,30.0,False,N/A,True,
MOH,2023-07-03,2024-07-02,10000.0,8770.311248779297,-12.296887512207032,34.0,70.0,30.0,False,N/A,True,
TAP,2023-07-03,2024-07-02,10000.0,7887.490097045898,-21.125099029541015,59.0,70.0,30.0,False,N/A,True,
MDLZ,2023-07-03,2024-07-02,10000.0,9313.55110168457,-6.864488983154297,33.0,70.0,30.0,False,N/A,True,
MPWR,2023-07-03,2024-07-02,10000.0,15308.039428710938,53.08039428710938,21.0,70.0,30.0,False,N/A,True,
MNST,2023-07-03,2024-07-02,10000.0,9696.410331726074,-3.0358966827392577,50.0,70.0,30.0,False,N/A,True,
MCO,2023-07-03,2024-07-02,10000.0,11895.049560546875,18.95049560546875,34.0,70.0,30.0,False,N/A,True,
MS,2023-07-03,2024-07-02,10000.0,10566.691749572754,5.66691749572754,52.0,70.0,30.0,False,N/A,True,
MOS,2023-07-03,2024-07-02,10000.0,8937.500295639038,-10.624997043609618,49.0,70.0,30.0,False,N/A,True,
MSI,2023-07-03,2024-07-02,10000.0,13003.58920288086,30.035892028808593,15.0,70.0,30.0,False,N/A,True,
MSCI,2023-07-03,2024-07-02,10000.0,9187.588623046875,-8.124113769531249,28.0,70.0,30.0,False,N/A,True,
NDAQ,2023-07-03,2024-07-02,10000.0,11208.610721588135,12.086107215881349,22.0,70.0,30.0,False,N/A,True,
NTAP,2023-07-03,2024-07-02,10000.0,13360.830474853516,33.608304748535154,17.0,70.0,30.0,False,N/A,True,
NFLX,2023-07-03,2024-07-02,10000.0,12863.838989257812,28.638389892578125,20.0,70.0,30.0,False,N/A,True,
NEM,2023-07-03,2024-07-02,10000.0,10413.529476165771,4.135294761657715,37.0,70.0,30.0,False,N/A,True,
NWSA,2023-07-03,2024-07-02,10000.0,12198.69909286499,21.986990928649902,21.0,70.0,30.0,False,N/A,True,
NWS,2023-07-03,2024-07-02,10000.0,13091.09997177124,30.9109997177124,21.0,70.0,30.0,False,N/A,True,
NEE,2023-07-03,2024-07-02,10000.0,8425.400165557861,-15.745998344421386,29.0,70.0,30.0,False,N/A,True,
NKE,2023-07-03,2024-07-02,10000.0,8720.630081176758,-12.793699188232422,46.0,70.0,30.0,False,N/A,True,
NI,2023-07-03,2024-07-02,10000.0,12269.049942016602,22.690499420166017,19.0,70.0,30.0,False,N/A,True,
NDSN,2023-07-03,2024-07-02,10000.0,10263.329116821289,2.6332911682128906,46.0,70.0,30.0,False,N/A,True,
NSC,2023-07-03,2024-07-02,10000.0,9077.429763793945,-9.225702362060547,29.0,70.0,30.0,False,N/A,True,
NTRS,2023-07-03,2024-07-02,10000.0,10126.380020141602,1.2638002014160157,36.0,70.0,30.0,False,N/A,True,
NOC,2023-07-03,2024-07-02,10000.0,13323.040008544922,33.23040008544922,33.0,70.0,30.0,False,N/A,True,
NCLH,2023-07-03,2024-07-02,10000.0,11259.549745559692,12.595497455596924,46.0,70.0,30.0,False,N/A,True,
NRG,2023-07-03,2024-07-02,10000.0,10995.879970550537,9.95879970550537,3.0,70.0,30.0,False,N/A,True,
NUE,2023-07-03,2024-07-02,10000.0,8299.43034362793,-17.005696563720704,36.0,70.0,30.0,False,N/A,True,
NVDA,2023-07-03,2024-07-02,10000.0,15088.043785095215,50.880437850952156,12.0,70.0,30.0,False,N/A,True,
NVR,2023-07-03,2024-07-02,10000.0,9847.09033203125,-1.5290966796875,9.0,70.0,30.0,False,N/A,True,
NXPI,2023-07-03,2024-07-02,10000.0,13631.110260009766,36.311102600097655,19.0,70.0,30.0,False,N/A,True,
ORLY,2023-07-03,2024-07-02,10000.0,10702.900390625,7.029003906250001,27.0,70.0,30.0,False,N/A,True,
OXY,2023-07-03,2024-07-02,10000.0,10608.569889068604,6.085698890686035,33.0,70.0,30.0,False,N/A,True,
ODFL,2023-07-03,2024-07-02,10000.0,13591.120910644531,35.91120910644531,27.0,70.0,30.0,False,N/A,True,
OMC,2023-07-03,2024-07-02,10000.0,9522.450302124023,-4.775496978759765,39.0,70.0,30.0,False,N/A,True,
ON,2023-07-03,2024-07-02,10000.0,8516.259284973145,-14.837407150268556,39.0,70.0,30.0,False,N/A,True,
OKE,2023-07-03,2024-07-02,10000.0,12468.860694885254,24.68860694885254,9.0,70.0,30.0,False,N/A,True,
ORCL,2023-07-03,2024-07-02,10000.0,12226.78987121582,22.267898712158203,28.0,70.0,30.0,False,N/A,True,
OTIS,2023-07-03,2024-07-02,10000.0,10119.980506896973,1.1998050689697266,31.0,70.0,30.0,False,N/A,True,
PCAR,2023-07-03,2024-07-02,10000.0,9627.469451904297,-3.7253054809570316,26.0,70.0,30.0,False,N/A,True,
PKG,2023-07-03,2024-07-02,10000.0,10852.09017944336,8.520901794433595,20.0,70.0,30.0,False,N/A,True,
PANW,2023-07-03,2024-07-02,10000.0,16278.21955871582,62.782195587158206,32.0,70.0,30.0,False,N/A,True,
PARA,2023-07-03,2024-07-02,10000.0,7462.0203313827515,-25.379796686172483,39.0,70.0,30.0,False,N/A,True,
PH,2023-07-03,2024-07-02,10000.0,10568.569580078125,5.68569580078125,14.0,70.0,30.0,False,N/A,True,
PAYX,2023-07-03,2024-07-02,10000.0,10577.480026245117,5.774800262451172,20.0,70.0,30.0,False,N/A,True,
PAYC,2023-07-03,2024-07-02,10000.0,6938.399810791016,-30.616001892089844,64.0,70.0,30.0,False,N/A,True,
PYPL,2023-07-03,2024-07-02,10000.0,8732.80001449585,-12.671999855041506,30.0,70.0,30.0,False,N/A,True,
PNR,2023-07-03,2024-07-02,10000.0,10117.329574584961,1.1732957458496094,16.0,70.0,30.0,False,N/A,True,
PEP,2023-07-03,2024-07-02,10000.0,9958.730194091797,-0.4126980590820313,37.0,70.0,30.0,False,N/A,True,
PFE,2023-07-03,2024-07-02,10000.0,8860.509887695312,-11.394901123046875,50.0,70.0,30.0,False,N/A,True,
PCG,2023-07-03,2024-07-02,10000.0,10751.150060653687,7.511500606536865,30.0,70.0,30.0,False,N/A,True,
PM,2023-07-03,2024-07-02,10000.0,11358.55054473877,13.585505447387694,19.0,70.0,30.0,False,N/A,True,
PSX,2023-07-03,2024-07-02,10000.0,10440.969367980957,4.40969367980957,21.0,70.0,30.0,False,N/A,True,
PNW,2023-07-03,2024-07-02,10000.0,10276.928482055664,2.7692848205566407,25.0,70.0,30.0,False,N/A,True,
PNC,2023-07-03,2024-07-02,10000.0,10283.369247436523,2.8336924743652343,24.0,70.0,30.0,False,N/A,True,
POOL,2023-07-03,2024-07-02,10000.0,7692.509368896484,-23.074906311035157,37.0,70.0,30.0,False,N/A,True,
PPG,2023-07-03,2024-07-02,10000.0,8246.61050415039,-17.533894958496095,32.0,70.0,30.0,False,N/A,True,
PPL,2023-07-03,2024-07-02,10000.0,10134.189851760864,1.3418985176086426,37.0,70.0,30.0,False,N/A,True,
PFG,2023-07-03,2024-07-02,10000.0,9986.750770568848,-0.13249229431152343,27.0,70.0,30.0,False,N/A,True,
PG,2023-07-03,2024-07-02,10000.0,11256.971496582031,12.56971496582031,24.0,70.0,30.0,False,N/A,True,
PGR,2023-07-03,2024-07-02,10000.0,10777.399444580078,7.773994445800782,3.0,70.0,30.0,False,N/A,True,
PLD,2023-07-03,2024-07-02,10000.0,8057.420074462891,-19.425799255371093,44.0,70.0,30.0,False,N/A,True,
PRU,2023-07-03,2024-07-02,10000.0,12363.029342651367,23.63029342651367,18.0,70.0,30.0,False,N/A,True,
PEG,2023-07-03,2024-07-02,10000.0,10482.880386352539,4.8288038635253905,27.0,70.0,30.0,False,N/A,True,
PTC,2023-07-03,2024-07-02,10000.0,11147.359756469727,11.473597564697267,13.0,70.0,30.0,False,N/A,True,
PSA,2023-07-03,2024-07-02,10000.0,9060.89956665039,-9.391004333496094,30.0,70.0,30.0,False,N/A,True,
PHM,2023-07-03,2024-07-02,10000.0,11826.790565490723,18.267905654907228,11.0,70.0,30.0,False,N/A,True,
QRVO,2023-07-03,2024-07-02,10000.0,10380.369735717773,3.803697357177734,34.0,70.0,30.0,False,N/A,True,
PWR,2023-07-03,2024-07-02,10000.0,9438.489135742188,-5.615108642578125,26.0,70.0,30.0,False,N/A,True,
QCOM,2023-07-03,2024-07-02,10000.0,10898.199615478516,8.981996154785156,9.0,70.0,30.0,False,N/A,True,
DGX,2023-07-03,2024-07-02,10000.0,10419.109962463379,4.1910996246337895,36.0,70.0,30.0,False,N/A,True,
RL,2023-07-03,2024-07-02,10000.0,11214.459121704102,12.144591217041016,27.0,70.0,30.0,False,N/A,True,
RJF,2023-07-03,2024-07-02,10000.0,11580.959495544434,15.809594955444336,18.0,70.0,30.0,False,N/A,True,
RTX,2023-07-03,2024-07-02,10000.0,9577.700775146484,-4.222992248535156,42.0,70.0,30.0,False,N/A,True,
O,2023-07-03,2024-07-02,10000.0,9233.120170593262,-7.668798294067384,48.0,70.0,30.0,False,N/A,True,
REG,2023-07-03,2024-07-02,10000.0,11292.779964447021,12.927799644470214,29.0,70.0,30.0,False,N/A,True,
REGN,2023-07-03,2024-07-02,10000.0,11069.499938964844,10.694999389648437,22.0,70.0,30.0,False,N/A,True,
RF,2023-07-03,2024-07-02,10000.0,10047.0599193573,0.470599193572998,43.0,70.0,30.0,False,N/A,True,
RSG,2023-07-03,2024-07-02,10000.0,10922.360000610352,9.223600006103517,12.0,70.0,30.0,False,N/A,True,
RMD,2023-07-03,2024-07-02,10000.0,11771.690719604492,17.71690719604492,40.0,70.0,30.0,False,N/A,True,
RVTY,2023-07-03,2024-07-02,10000.0,8267.530738830566,-17.32469261169434,34.0,70.0,30.0,False,N/A,True,
ROK,2023-07-03,2024-07-02,10000.0,8989.459838867188,-10.105401611328126,42.0,70.0,30.0,False,N/A,True,
ROL,2023-07-03,2024-07-02,10000.0,10088.519081115723,0.8851908111572265,35.0,70.0,30.0,False,N/A,True,
ROP,2023-07-03,2024-07-02,10000.0,11487.711517333984,14.877115173339844,10.0,70.0,30.0,False,N/A,True,
ROST,2023-07-03,2024-07-02,10000.0,9419.080200195312,-5.809197998046875,29.0,70.0,30.0,False,N/A,True,
RCL,2023-07-03,2024-07-02,10000.0,10333.39013671875,3.3339013671875,16.0,70.0,30.0,False,N/A,True,
SPGI,2023-07-03,2024-07-02,10000.0,9960.740020751953,-0.3925997924804687,29.0,70.0,30.0,False,N/A,True,
CRM,2023-07-03,2024-07-02,10000.0,11881.080200195312,18.810802001953125,46.0,70.0,30.0,False,N/A,True,
SBAC,2023-07-03,2024-07-02,10000.0,8415.019882202148,-15.849801177978515,45.0,70.0,30.0,False,N/A,True,
SLB,2023-07-03,2024-07-02,10000.0,8838.109817504883,-11.618901824951172,55.0,70.0,30.0,False,N/A,True,
STX,2023-07-03,2024-07-02,10000.0,10780.75023651123,7.807502365112305,10.0,70.0,30.0,False,N/A,True,
SRE,2023-07-03,2024-07-02,10000.0,10615.899353027344,6.158993530273438,25.0,70.0,30.0,False,N/A,True,
NOW,2023-07-03,2024-07-02,10000.0,13012.7197265625,30.127197265625,15.0,70.0,30.0,False,N/A,True,
SHW,2023-07-03,2024-07-02,10000.0,9215.210098266602,-7.847899017333984,31.0,70.0,30.0,False,N/A,True,
SPG,2023-07-03,2024-07-02,10000.0,12340.100120544434,23.401001205444334,31.0,70.0,30.0,False,N/A,True,
SWKS,2023-07-03,2024-07-02,10000.0,8667.30044555664,-13.326995544433592,35.0,70.0,30.0,False,N/A,True,
SJM,2023-07-03,2024-07-02,10000.0,8097.430938720703,-19.02569061279297,52.0,70.0,30.0,False,N/A,True,
SNA,2023-07-03,2024-07-02,10000.0,10345.060638427734,3.450606384277344,28.0,70.0,30.0,False,N/A,True,
SOLV,2023-07-03,2024-07-02,10000.0,7988.100070953369,-20.11899929046631,17.0,70.0,30.0,False,N/A,True,
SO,2023-07-03,2024-07-02,10000.0,11539.199676513672,15.39199676513672,20.0,70.0,30.0,False,N/A,True,
LUV,2023-07-03,2024-07-02,10000.0,7766.309181213379,-22.33690818786621,62.0,70.0,30.0,False,N/A,True,
SWK,2023-07-03,2024-07-02,10000.0,8612.429695129395,-13.875703048706054,33.0,70.0,30.0,False,N/A,True,
SBUX,2023-07-03,2024-07-02,10000.0,7996.2901611328125,-20.037098388671875,51.0,70.0,30.0,False,N/A,True,
STT,2023-07-03,2024-07-02,10000.0,11540.21932220459,15.402193222045899,24.0,70.0,30.0,False,N/A,True,
STLD,2023-07-03,2024-07-02,10000.0,10754.338584899902,7.543385848999024,29.0,70.0,30.0,False,N/A,True,
STE,2023-07-03,2024-07-02,10000.0,10418.750259399414,4.18750259399414,27.0,70.0,30.0,False,N/A,True,
SYK,2023-07-03,2024-07-02,10000.0,11498.7802734375,14.987802734375,21.0,70.0,30.0,False,N/A,True,
SMCI,2023-07-03,2024-07-02,10000.0,22932.2811126709,129.32281112670898,21.0,70.0,30.0,False,N/A,True,
SYF,2023-07-03,2024-07-02,10000.0,9166.479354858398,-8.335206451416017,15.0,70.0,30.0,False,N/A,True,
SNPS,2023-07-03,2024-07-02,10000.0,13179.810546875,31.79810546875,28.0,70.0,30.0,False,N/A,True,
SYY,2023-07-03,2024-07-02,10000.0,8945.409790039062,-10.545902099609375,42.0,70.0,30.0,False,N/A,True,
TMUS,2023-07-03,2024-07-02,10000.0,10118.950744628906,1.1895074462890625,2.0,70.0,30.0,False,N/A,True,
TROW,2023-07-03,2024-07-02,10000.0,9796.049697875977,-2.0395030212402343,28.0,70.0,30.0,False,N/A,True,
TTWO,2023-07-03,2024-07-02,10000.0,10897.739440917969,8.977394409179688,28.0,70.0,30.0,False,N/A,True,
TPR,2023-07-03,2024-07-02,10000.0,8580.960510253906,-14.190394897460937,55.0,70.0,30.0,False,N/A,True,
TRGP,2023-07-03,2024-07-02,10000.0,10544.5,5.445,2.0,70.0,30.0,False,N/A,True,
TGT,2023-07-03,2024-07-02,10000.0,8841.230407714844,-11.587695922851562,27.0,70.0,30.0,False,N/A,True,
TEL,2023-07-03,2024-07-02,10000.0,10336.729263305664,3.367292633056641,29.0,70.0,30.0,False,N/A,True,
TDY,2023-07-03,2024-07-02,10000.0,10801.18017578125,8.011801757812501,33.0,70.0,30.0,False,N/A,True,
TFX,2023-07-03,2024-07-02,10000.0,8273.270004272461,-17.26729995727539,56.0,70.0,30.0,False,N/A,True,
TER,2023-07-03,2024-07-02,10000.0,11157.320129394531,11.573201293945312,35.0,70.0,30.0,False,N/A,True,
TSLA,2023-07-03,2024-07-02,10000.0,11254.05012512207,12.540501251220704,45.0,70.0,30.0,False,N/A,True,
TXN,2023-07-03,2024-07-02,10000.0,10583.009216308594,5.830092163085938,36.0,70.0,30.0,False,N/A,True,
TXT,2023-07-03,2024-07-02,10000.0,11921.87947845459,19.2187947845459,12.0,70.0,30.0,False,N/A,True,
TMO,2023-07-03,2024-07-02,10000.0,8264.528991699219,-17.354710083007813,37.0,70.0,30.0,False,N/A,True,
TJX,2023-07-03,2024-07-02,10000.0,11379.589546203613,13.795895462036134,12.0,70.0,30.0,False,N/A,True,
TSCO,2023-07-03,2024-07-02,10000.0,10475.05990600586,4.750599060058594,25.0,70.0,30.0,False,N/A,True,
TT,2023-07-03,2024-07-02,10000.0,11639.559936523438,16.395599365234375,3.0,70.0,30.0,False,N/A,True,
TDG,2023-07-03,2024-07-02,10000.0,10576.180053710938,5.761800537109376,10.0,70.0,30.0,False,N/A,True,
TRV,2023-07-03,2024-07-02,10000.0,10925.189575195312,9.251895751953125,22.0,70.0,30.0,False,N/A,True,
TRMB,2023-07-03,2024-07-02,10000.0,10187.738822937012,1.8773882293701174,31.0,70.0,30.0,False,N/A,True,
TFC,2023-07-03,2024-07-02,10000.0,13941.86088180542,39.4186088180542,24.0,70.0,30.0,False,N/A,True,
TYL,2023-07-03,2024-07-02,10000.0,14110.010314941406,41.10010314941406,13.0,70.0,30.0,False,N/A,True,
TSN,2023-07-03,2024-07-02,10000.0,10543.900318145752,5.43900318145752,22.0,70.0,30.0,False,N/A,True,
